Job Name,Job ID,User Name,Comment,Department,Submit Machine,Submit Date Time,Start Date Time,Finish Date Time,Pool,Group,Priority,Frame List,Frame Count,Task Count,Plugin,Auxiliary Files,Auxiliary File Size (Bytes),Machine Limit,Error Count,Average Concurrent Tasks,Clock Render Time,Total Task Time,Average Task Time,Median Task Time,Total Task Startup Time,Average Task Startup Time,Median Task Startup Time,Total Task Render Time,Average Task Render Time,Median Task Render Time,Total Normalized Task Render Time,Average Normalized Task Render Time,Median Normalized Task Render Time,Average Frame Time,Average Frame Startup Time,Average Frame Render Time,Average Normalized Frame Render Time,Median Frame Time,Median Frame Startup Time,Median Frame Render Time,Median Normalized Frame Render Time,Wasted Error Time,Wasted Requeue Time,Total Output File Size (Bytes),Average Output File Size (Bytes),Median Output File Size (Bytes),Peak RAM Usage (Bytes),Average RAM Usage (Bytes),Median RAM Usage (Bytes),Peak CPU Usage,Average CPU Usage,Median CPU Usage,Used CPU Clocks,Total CPU Clocks,Peak Swap Usage (Bytes),Average Swap Usage (Bytes),Median Swap Usage (Bytes),Batch Name,cores used
dpc000_1100_v116.nk,661fd3222f618a1633cf65c6,atharvgurav,,,pnewspt082,2024/04/17 19:18:18,2024/04/17 19:19:30,2024/04/17 19:29:37,2d_pool,2d_grp,100,1920-2450,531,531,Nuke,1,5895330,0,1,8,00:00:10:06,00:01:16:12,00:00:00:08,00:00:00:07,00:00:04:52,00:00:00:00,00:00:00:00,00:01:07:14,00:00:00:07,00:00:00:06,00:01:07:14,00:00:00:07,00:00:00:06,00:00:00:08,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:08,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:10,00:00:03:46,14561727064,27423214,27551839,7730917376,4510351810,4655090688,97 %,3 %,3 %,19622071,632290675,0,0,0,,85
dpc000_1100_v120.nk,662017432f618a1633cf6a69,atharvgurav,,,pnewspt082,2024/04/18 0:08:59,2024/04/18 0:09:00,2024/04/18 0:16:41,2d_pool,2d_grp,100,1920-2450,531,54,Nuke,1,5917117,10,0,5,00:00:07:40,00:00:36:21,00:00:00:40,00:00:00:40,00:00:00:54,00:00:00:01,00:00:00:00,00:00:35:03,00:00:00:38,00:00:00:39,00:00:35:03,00:00:00:38,00:00:00:39,00:00:00:04,00:00:00:00,00:00:00:03,00:00:00:03,00:00:00:05,00:00:00:00,00:00:00:04,00:00:00:04,00:00:00:00,00:00:02:58,14583626088,270067149,275567244,10684854272,6650508482,5419162624,83 %,2 %,2 %,16096691,548114215,0,0,0,,73
dpc000_1100_v120.nk,662022e02f618a1633cf6b48,atharvgurav,,,pnewspt082,2024/04/18 0:58:31,2024/04/18 0:58:32,2024/04/18 1:01:52,2d_pool,2d_grp,100,1920-2450,531,54,Nuke,1,5917349,0,0,16,00:00:03:19,00:00:50:59,00:00:00:56,00:00:00:54,00:00:01:03,00:00:00:01,00:00:00:00,00:00:49:36,00:00:00:55,00:00:00:53,00:00:49:36,00:00:00:55,00:00:00:53,00:00:00:05,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:06,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:00,00:00:00:00,13118206794,242929755,248134744,6373785600,1935945540,1951724928,97 %,3 %,3 %,18339813,622514216,0,0,0,,85
dpc000_1200_Char_54_v004.nk,661f9a2e2f618a1633cf61c8,akshaybasarge,,,pnewspt098,2024/04/17 15:15:18,2024/04/17 15:15:19,2024/04/17 15:19:03,2d_pool,2d_grp,80,1836-2337,502,502,Nuke,0,0,0,0,21,00:00:03:43,00:01:16:45,00:00:00:09,00:00:00:08,00:00:02:02,00:00:00:00,00:00:00:00,00:01:11:13,00:00:00:08,00:00:00:07,00:01:11:13,00:00:00:08,00:00:00:07,00:00:00:09,00:00:00:00,00:00:00:08,00:00:00:08,00:00:00:09,00:00:00:00,00:00:00:08,00:00:00:08,00:00:00:00,00:00:00:00,12574812342,25049426,25230231,1275850752,537888515,550986240,34 %,1 %,1 %,10017282,649806113,0,0,0,,30
dpc000_1200_katana_holster_removal_paint_v003.nk,661f37422f618a1633cf5880,madhuribaxla,,paint,pnewspt092,2024/04/17 8:13:14,2024/04/17 8:24:46,2024/04/17 8:32:27,2d_pool,2d_grp,100,1830-2340,511,52,Nuke,0,0,0,0,5,00:00:07:41,00:00:37:15,00:00:00:42,00:00:00:42,00:00:03:14,00:00:00:03,00:00:00:05,00:00:33:51,00:00:00:39,00:00:00:38,00:00:33:51,00:00:00:39,00:00:00:38,00:00:00:04,00:00:00:00,00:00:00:03,00:00:00:03,00:00:00:05,00:00:00:01,00:00:00:04,00:00:00:04,00:00:00:00,00:00:00:00,12851014574,247134895,253201405,1920036864,789535772,758487168,62 %,1 %,1 %,5926300,462312167,0,0,0,,55
dpc000_1200_knife_removed_v021nk.nk,661f3dab2f618a1633cf599c,yogeshkate,,,pnewspt079,2024/04/17 8:40:35,2024/04/17 8:40:35,2024/04/17 8:43:44,2d_pool,2d_grp,100,1677-1977,301,301,Nuke,0,0,0,0,14,00:00:03:08,00:00:42:25,00:00:00:08,00:00:00:06,00:00:01:05,00:00:00:00,00:00:00:00,00:00:38:44,00:00:00:07,00:00:00:05,00:00:38:44,00:00:00:07,00:00:00:05,00:00:00:08,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:07,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:00,00:00:00:00,7669311561,25479440,25470687,795582464,437777839,447434304,81 %,1 %,1 %,4928705,345986563,0,0,0,,71
dpc000_1200_Matte05_removal_1870 to 2375 v011.nk,661fc0402f618a1633cf6497,sandeeptapkir,,paint,pnewspt106,2024/04/17 17:57:44,2024/04/17 17:57:45,2024/04/17 18:01:58,2d_pool,2d_grp,100,1870-2375,506,506,Nuke,1,11128403,0,2,34,00:00:04:13,00:02:22:06,00:00:00:16,00:00:00:17,00:00:03:19,00:00:00:00,00:00:00:00,00:02:15:15,00:00:00:16,00:00:00:16,00:02:15:15,00:00:00:16,00:00:00:16,00:00:00:16,00:00:00:00,00:00:00:16,00:00:00:16,00:00:00:18,00:00:00:00,00:00:00:17,00:00:00:17,00:00:00:08,00:00:00:00,12716119568,25130671,25265154,15798251520,7580958389,7951818240,91 %,2 %,1 %,23000613,1295933543,0,0,0,,80
dpc000_1200_Matte05_removal_v079.nk,661fd7a52f618a1633cf6633,sudarshannavnath,,paint,pnewspt096,2024/04/17 19:37:33,2024/04/17 19:37:35,2024/04/17 19:54:21,2d_pool,2d_grp,100,2376-3631,1256,1256,Nuke,1,10639360,0,0,18,00:00:16:46,00:04:46:07,00:00:00:13,00:00:00:12,00:00:01:08,00:00:00:00,00:00:00:00,00:04:33:41,00:00:00:13,00:00:00:11,00:04:33:41,00:00:00:13,00:00:00:11,00:00:00:13,00:00:00:00,00:00:00:13,00:00:00:13,00:00:00:13,00:00:00:00,00:00:00:12,00:00:00:12,00:00:00:00,00:00:00:00,32213860650,25647978,26015753,5975339008,990826146,999574208,94 %,2 %,1 %,53353215,2549164238,0,0,0,,83
dpc000_1200_Matte05_removal_v080.nk,661fecf62f618a1633cf67b2,sudarshannavnath,,paint,pnewspt096,2024/04/17 21:08:30,2024/04/17 21:09:43,2024/04/17 21:24:56,2d_pool,2d_grp,100,2376-3631,1256,1256,Nuke,1,10901015,0,2,23,00:00:15:12,00:05:39:38,00:00:00:16,00:00:00:13,00:00:02:01,00:00:00:00,00:00:00:00,00:05:28:32,00:00:00:15,00:00:00:13,00:05:28:32,00:00:00:15,00:00:00:13,00:00:00:16,00:00:00:00,00:00:00:15,00:00:00:15,00:00:00:14,00:00:00:00,00:00:00:14,00:00:00:14,00:00:00:07,00:00:00:00,32213859533,25647977,26015753,6151544832,924917020,900660352,92 %,1 %,1 %,63090128,3605350404,0,0,0,,81
dpc000_1200_Matte05_removal_v080.nk,661fff2f2f618a1633cf68ac,sudarshannavnath,,paint,pnewspt096,2024/04/17 22:26:15,2024/04/17 22:26:39,2024/04/17 22:29:59,2d_pool,2d_grp,100,2376-2425,50,50,Nuke,1,10904440,10,0,5,00:00:03:20,00:00:15:23,00:00:00:18,00:00:00:15,00:00:01:19,00:00:00:01,00:00:00:00,00:00:13:42,00:00:00:16,00:00:00:13,00:00:13:42,00:00:00:16,00:00:00:13,00:00:00:18,00:00:00:01,00:00:00:16,00:00:00:16,00:00:00:16,00:00:00:00,00:00:00:14,00:00:00:14,00:00:00:00,00:00:00:00,1228025007,24560500,24558391,4939747328,910399348,906763840,86 %,1 %,1 %,2765907,174762851,0,0,0,,76
dpc000_1200_mp01_full_dagger_v004.nk,661f36562f618a1633cf584d,tejassalve,,,pnewspt100,2024/04/17 8:09:18,2024/04/17 8:11:40,2024/04/17 8:23:55,2d_pool,2d_grp,90,1573-2923,1351,271,Nuke,0,0,0,0,8,00:00:12:14,00:01:27:46,00:00:00:19,00:00:00:18,00:00:04:20,00:00:00:00,00:00:00:00,00:01:21:17,00:00:00:17,00:00:00:16,00:01:21:17,00:00:00:17,00:00:00:16,00:00:00:03,00:00:00:00,00:00:00:03,00:00:00:03,00:00:00:04,00:00:00:00,00:00:00:04,00:00:00:04,00:00:00:00,00:00:00:00,33847160504,124897271,125923361,712953856,586326622,597015360,97 %,1 %,1 %,11299912,892893073,0,0,0,,85
dpc000_1200_mp01_paint_v001.nk,661f33ef2f618a1633cf57f6,amoldhoke,,,pnewspt103,2024/04/17 7:59:02,2024/04/17 7:59:11,2024/04/17 8:01:08,2d_pool,2d_grp,100,2099-2286,188,188,Nuke,1,6590,0,0,13,00:00:01:57,00:00:24:45,00:00:00:07,00:00:00:06,00:00:01:01,00:00:00:00,00:00:00:00,00:00:22:09,00:00:00:07,00:00:00:05,00:00:22:09,00:00:00:07,00:00:00:05,00:00:00:07,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:07,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:00,00:00:00:00,4662116567,24798492,24830226,795656192,499911490,517474592,29 %,1 %,2 %,2700933,185065175,0,0,0,,26
dpc000_1200_prep_v005.nk,661fac502f618a1633cf632c,tarunchaudhary,,,pnewstr063,2024/04/17 16:32:40,2024/04/17 16:32:41,2024/04/17 16:36:27,2d_pool,2d_grp,100,1320-1700,381,96,Nuke,0,0,0,0,10,00:00:03:46,00:00:36:10,00:00:00:22,00:00:00:21,00:00:02:38,00:00:00:01,00:00:00:00,00:00:33:01,00:00:00:20,00:00:00:18,00:00:33:01,00:00:00:20,00:00:00:18,00:00:00:05,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:06,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:00,00:00:00:00,9598126097,99980480,100714532,8832950272,1997518520,1984053248,95 %,10 %,10 %,38884563,392261096,0,0,0,,84
dpc000_1200_prep_v005.nk,661faf092f618a1633cf6396,tarunchaudhary,,,pnewstr063,2024/04/17 16:44:17,2024/04/17 16:44:18,2024/04/17 16:46:30,2d_pool,2d_grp,80,1320-1700,381,96,Nuke,0,0,0,0,16,00:00:02:12,00:00:34:08,00:00:00:21,00:00:00:20,00:00:00:59,00:00:00:00,00:00:00:00,00:00:32:28,00:00:00:20,00:00:00:19,00:00:32:28,00:00:00:20,00:00:00:19,00:00:00:05,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:06,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:00,00:00:00:00,9548370336,99462191,100714532,856662016,511875737,527415712,34 %,1 %,1 %,4840018,366030015,0,0,0,,30
dpc000_1200_prep_v005.nk,661fb9182f618a1633cf6430,tarunchaudhary,,,pnewstr063,2024/04/17 17:27:11,2024/04/17 17:28:33,2024/04/17 17:31:53,2d_pool,2d_grp,80,1320-1700,381,96,Nuke,0,0,0,0,10,00:00:03:20,00:00:30:50,00:00:00:19,00:00:00:15,00:00:02:17,00:00:00:01,00:00:00:00,00:00:27:49,00:00:00:17,00:00:00:14,00:00:27:49,00:00:00:17,00:00:00:14,00:00:00:04,00:00:00:00,00:00:00:04,00:00:00:04,00:00:00:04,00:00:00:00,00:00:00:04,00:00:00:04,00:00:00:00,00:00:00:00,9598006804,99979237,100714532,1004773376,534166491,555186432,65 %,1 %,1 %,4271440,333353990,0,0,0,,57
dpc000_1200_prep_v005.nk,661fca022f618a1633cf6511,tarunchaudhary,,,pnewstr063,2024/04/17 18:39:22,2024/04/17 18:39:22,2024/04/17 18:41:35,2d_pool,2d_grp,80,1320-1700,381,96,Nuke,0,0,0,0,16,00:00:02:13,00:00:34:01,00:00:00:21,00:00:00:19,00:00:01:00,00:00:00:00,00:00:00:00,00:00:32:19,00:00:00:20,00:00:00:17,00:00:32:19,00:00:00:20,00:00:00:17,00:00:00:05,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:05,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:00,00:00:00:00,9598006600,99979235,100714530,1155547136,537989516,545634304,90 %,1 %,1 %,5012685,353201947,0,0,0,,79
dpc000_1200_prep_v005.nk,661fe4fa2f618a1633cf66c9,tarunchaudhary,,,pnewstr063,2024/04/17 20:34:26,2024/04/17 20:34:27,2024/04/17 20:36:50,2d_pool,2d_grp,80,1320-1700,381,96,Nuke,0,0,0,0,17,00:00:02:23,00:00:39:54,00:00:00:24,00:00:00:25,00:00:01:00,00:00:00:00,00:00:00:00,00:00:38:11,00:00:00:23,00:00:00:24,00:00:38:11,00:00:00:23,00:00:00:24,00:00:00:06,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:07,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:00,00:00:00:00,9597870109,99977813,100712897,13800017920,2317295832,2257031680,96 %,10 %,9 %,35337943,421269238,0,0,0,,84
dpc000_1200_prep_v005.nk,662006af2f618a1633cf6964,tarunchaudhary,,,pnewstr063,2024/04/17 22:58:15,2024/04/17 22:58:17,2024/04/17 23:02:14,2d_pool,2d_grp,80,1320-1700,381,96,Nuke,0,0,0,0,10,00:00:03:57,00:00:39:00,00:00:00:24,00:00:00:22,00:00:02:28,00:00:00:01,00:00:00:00,00:00:35:48,00:00:00:22,00:00:00:20,00:00:35:48,00:00:00:22,00:00:00:20,00:00:00:06,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:06,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:00,00:00:00:00,9597889434,99978014,100712897,13519286272,2329369123,2290615040,96 %,10 %,9 %,37909275,443285192,0,0,0,,84
dpc000_1200_prep_v005.nk,66201e802f618a1633cf6af6,tarunchaudhary,,,pnewstr063,2024/04/18 0:39:52,2024/04/18 0:39:52,2024/04/18 0:42:12,2d_pool,2d_grp,80,1320-1700,381,96,Nuke,0,0,0,0,17,00:00:02:19,00:00:37:25,00:00:00:23,00:00:00:21,00:00:01:01,00:00:00:00,00:00:00:00,00:00:35:41,00:00:00:22,00:00:00:19,00:00:35:41,00:00:00:22,00:00:00:19,00:00:00:05,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:06,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:00,00:00:00:00,9597889450,99978015,100712895,14437715968,2498414218,2528175360,96 %,10 %,9 %,33462286,394198151,0,0,0,,84
dpc000_1200_remove_DP59_prep_v009.nk,661f6d7a2f618a1633cf5dd6,nitishkumbalkar,,,pnewspt083,2024/04/17 12:04:33,2024/04/17 12:04:41,2024/04/17 12:14:22,2d_pool,2d_grp,100,2924-3881,958,958,Nuke,0,0,10,1,17,00:00:09:41,00:02:38:19,00:00:00:09,00:00:00:08,00:00:04:32,00:00:00:00,00:00:00:00,00:02:26:17,00:00:00:09,00:00:00:08,00:02:26:17,00:00:00:09,00:00:00:08,00:00:00:09,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:09,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:02,00:00:00:00,25392656079,26505904,26740118,16587505664,12092752972,12526505984,101 %,12 %,13 %,133503062,1310533862,0,0,0,,89
dpc000_1200_remove_DP59_prep_v009.nk,661f87b02f618a1633cf6044,nitishkumbalkar,,,pnewspt083,2024/04/17 13:56:24,2024/04/17 13:56:47,2024/04/17 13:58:10,local_pool,local_grp,100,"3839-3843,3874-3881",13,13,Nuke,0,0,0,0,4,00:00:01:22,00:00:04:42,00:00:00:21,00:00:00:20,00:00:01:03,00:00:00:04,00:00:00:02,00:00:03:36,00:00:00:16,00:00:00:17,00:00:03:36,00:00:00:16,00:00:00:17,00:00:00:21,00:00:00:04,00:00:00:16,00:00:00:16,00:00:00:21,00:00:00:03,00:00:00:18,00:00:00:18,00:00:00:00,00:00:00:00,329851392,25373184,25286436,9393770496,3670727911,1137847936,100 %,11 %,10 %,1202536,16122037,0,0,0,,88
dpc000_1200_remove_DP59_prep_v009.nk,661f7b922f618a1633cf5f5a,nitishkumbalkar,,,pnewspt083,2024/04/17 13:04:42,2024/04/17 13:04:42,2001/01/01 0:00:00,2d_pool,2d_grp,100,2924-3881,958,192,Nuke,0,0,0,100,0,00:00:00:00,00:02:24:01,00:00:00:45,00:00:00:40,00:00:01:53,00:00:00:00,00:00:00:00,00:02:40:49,00:00:00:50,00:00:00:39,00:02:40:49,00:00:00:50,00:00:00:39,00:00:00:09,00:00:00:00,00:00:00:10,00:00:00:10,00:00:00:09,00:00:00:00,00:00:00:08,00:00:00:08,00:01:25:19,00:00:01:58,24930356537,130525426,133703620,16492433408,12070519876,12985679872,100 %,11 %,11 %,159197056,1669090763,0,0,0,,88
dpc000_1200_remove_DP59_prep_v009.nk,661f88652f618a1633cf6053,nitishkumbalkar,,,pnewspt083,2024/04/17 13:59:25,2024/04/17 13:59:49,2024/04/17 14:01:15,local_pool,local_grp,100,3634-3638,5,5,Nuke,0,0,0,0,3,00:00:01:25,00:00:02:58,00:00:00:35,00:00:00:23,00:00:00:54,00:00:00:10,00:00:00:02,00:00:02:04,00:00:00:24,00:00:00:20,00:00:02:04,00:00:00:24,00:00:00:20,00:00:00:35,00:00:00:10,00:00:00:24,00:00:00:24,00:00:00:24,00:00:00:03,00:00:00:21,00:00:00:21,00:00:00:00,00:00:00:00,131439822,26287964,26286240,6262292480,1021254796,1063597696,98 %,11 %,9 %,998533,10783415,0,0,0,,86
dpc000_1200_remove_DP59_prep_v010.nk,661f91e02f618a1633cf613f,nitishkumbalkar,,,pnewspt083,2024/04/17 14:39:52,2024/04/17 14:40:42,2024/04/17 14:41:09,2d_pool,2d_grp,100,3634-3638,5,5,Nuke,0,0,10,0,5,00:00:00:26,00:00:01:52,00:00:00:22,00:00:00:20,00:00:00:16,00:00:00:03,00:00:00:03,00:00:01:36,00:00:00:19,00:00:00:17,00:00:01:36,00:00:00:19,00:00:00:17,00:00:00:22,00:00:00:03,00:00:00:19,00:00:00:19,00:00:00:21,00:00:00:04,00:00:00:18,00:00:00:18,00:00:00:00,00:00:00:00,131439962,26287992,26286289,8601677824,1119108313,1002465664,74 %,4 %,6 %,897115,20497489,0,0,0,,65
dpc000_1200_remove_DP59_prep_v010.nk,661f91f02f618a1633cf6141,nitishkumbalkar,,,pnewspt083,2024/04/17 14:40:08,2024/04/17 14:40:50,2024/04/17 14:41:34,2d_pool,2d_grp,100,"3839-3843,3874-3881",13,13,Nuke,0,0,10,0,9,00:00:00:44,00:00:06:09,00:00:00:28,00:00:00:27,00:00:00:44,00:00:00:03,00:00:00:03,00:00:05:24,00:00:00:24,00:00:00:24,00:00:05:24,00:00:00:24,00:00:00:24,00:00:00:28,00:00:00:03,00:00:00:24,00:00:00:24,00:00:00:28,00:00:00:04,00:00:00:25,00:00:00:25,00:00:00:00,00:00:00:00,329851393,25373184,25286431,7364243456,1082137565,1171106432,95 %,3 %,1 %,2063882,70140863,0,0,0,,84
dpc000_1200_v175.nk,661fac632f618a1633cf6341,atharvgurav,,,pnewspt082,2024/04/17 16:32:59,2024/04/17 16:33:05,2024/04/17 16:34:39,2d_pool,none,100,1440-1585,146,30,Nuke,1,27163802,0,0,11,00:00:01:33,00:00:16:35,00:00:00:33,00:00:00:31,00:00:02:09,00:00:00:04,00:00:00:06,00:00:14:20,00:00:00:28,00:00:00:25,00:00:14:20,00:00:00:28,00:00:00:25,00:00:00:06,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:07,00:00:00:02,00:00:00:06,00:00:00:06,00:00:00:00,00:00:00:00,3675471822,122515727,125947535,2751447040,1437328142,1108452224,52 %,1 %,2 %,2689218,155797333,0,0,0,,46
dpc000_1200_v175.nk,661fad052f618a1633cf6370,atharvgurav,,,pnewspt082,2024/04/17 16:35:41,2024/04/17 16:35:51,2024/04/17 16:37:16,2d_pool,none,100,1440-1585,146,30,Nuke,1,27163812,0,0,11,00:00:01:25,00:00:15:14,00:00:00:30,00:00:00:27,00:00:02:10,00:00:00:04,00:00:00:06,00:00:12:58,00:00:00:25,00:00:00:21,00:00:12:58,00:00:00:25,00:00:00:21,00:00:00:06,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:06,00:00:00:02,00:00:00:05,00:00:00:05,00:00:00:00,00:00:00:00,3696685053,123222835,126674746,2460499968,1336058632,1013126464,18 %,1 %,1 %,1839798,143707780,0,0,0,,16
DPC1200_mp01_CH_46_Reflection_removal _v001.nk,661f4ddf2f618a1633cf5b75,surajumbarkar,,,pnewspt105,2024/04/17 9:49:43,2024/04/17 9:49:45,2024/04/17 9:55:39,2d_pool,2d_grp,100,1400-3200,1801,181,Nuke,1,5888532,0,0,18,00:00:05:54,00:01:40:52,00:00:00:33,00:00:00:31,00:00:02:01,00:00:00:00,00:00:00:00,00:01:37:18,00:00:00:32,00:00:00:30,00:01:37:18,00:00:00:32,00:00:00:30,00:00:00:03,00:00:00:00,00:00:00:03,00:00:00:03,00:00:00:04,00:00:00:00,00:00:00:04,00:00:00:04,00:00:00:00,00:00:00:00,44352282740,245040236,249251864,810545152,564078139,559574720,36 %,1 %,1 %,15118773,1186098121,0,0,0,,32
DPC1200_mp01_CH_46_Reflection_removal _v001.nk,661f537f2f618a1633cf5bdf,surajumbarkar,,,pnewspt105,2024/04/17 10:13:42,2024/04/17 10:13:44,2024/04/17 10:20:27,2d_pool,2d_grp,100,1400-3200,1801,181,Nuke,1,82195,0,1,21,00:00:06:43,00:02:17:55,00:00:00:45,00:00:00:43,00:00:01:59,00:00:00:00,00:00:00:00,00:02:14:38,00:00:00:44,00:00:00:42,00:02:14:38,00:00:00:44,00:00:00:42,00:00:00:04,00:00:00:00,00:00:00:04,00:00:00:04,00:00:00:05,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:02,00:00:00:00,43985772668,243015318,247197373,4229742592,1978959298,1989452544,99 %,4 %,4 %,64850359,1692962895,0,0,0,,87
DPC1200_mp01_CH_46_Reflection_removal _v001.nk,661fa0c02f618a1633cf624c,surajumbarkar,,,pnewspt105,2024/04/17 15:43:20,2024/04/17 15:43:45,2024/04/17 16:26:03,2d_pool,2d_grp,100,1455-3180,1726,173,Nuke,1,1536185,0,1,17,00:00:42:17,00:11:51:48,00:00:04:06,00:00:03:01,00:00:06:22,00:00:00:02,00:00:00:00,00:11:44:46,00:00:04:04,00:00:02:55,00:11:44:46,00:00:04:04,00:00:02:55,00:00:00:24,00:00:00:00,00:00:00:24,00:00:00:24,00:00:00:19,00:00:00:00,00:00:00:18,00:00:00:18,00:00:00:13,00:00:00:00,43838603790,253402334,255250125,1562836992,1199104412,1219635456,78 %,1 %,1 %,134472237,11560379303,0,0,0,,69
DPC1200_mp01_CH_46_wire_removal_v0012.nk,661f3c212f618a1633cf593b,surajumbarkar,,,pnewspt105,2024/04/17 8:34:01,2024/04/17 8:34:45,2024/04/17 9:08:16,local_pool,local_grp,90,1480-1880,401,41,Nuke,1,5895571,0,102,2,00:00:33:30,00:00:57:50,00:00:01:24,00:00:01:28,00:00:03:30,00:00:00:05,00:00:00:05,00:00:54:18,00:00:01:19,00:00:01:22,00:00:54:18,00:00:01:19,00:00:01:22,00:00:00:08,00:00:00:00,00:00:00:08,00:00:00:08,00:00:00:09,00:00:00:01,00:00:00:09,00:00:00:09,00:01:14:51,00:00:00:00,10288586145,250941125,256643018,14236454912,5535399380,5580393472,94 %,10 %,10 %,59001851,678378144,0,0,0,,83
DPC1200_mp01_CH_46_wire_removal_v0012.nk,661f3a652f618a1633cf58d2,surajumbarkar,,,pnewspt105,2024/04/17 8:26:36,2024/04/17 8:26:41,2024/04/17 9:11:26,local_pool,local_grp,90,1480-1882,403,41,Nuke,1,5895585,0,101,2,00:00:44:45,00:00:54:50,00:00:01:20,00:00:01:23,00:00:01:49,00:00:00:02,00:00:00:02,00:00:52:49,00:00:01:17,00:00:01:17,00:00:52:49,00:00:01:17,00:00:01:17,00:00:00:08,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:09,00:00:00:01,00:00:00:08,00:00:00:08,00:01:17:43,00:00:03:58,10331727574,251993355,256610490,15200677888,5512351384,5543395840,95 %,10 %,8 %,53018112,666559701,0,0,0,,84
dpc_000_1100_mp01_crew_reflection_v001.nk,661f4dcd2f618a1633cf5b5e,mayursalunkhe,,,pnewspt087,2024/04/17 9:49:25,2024/04/17 9:49:26,2024/04/17 10:03:23,2d_pool,2d_grp,50,1639-2105,467,467,Nuke,1,1103100,0,0,6,00:00:13:57,00:01:21:56,00:00:00:10,00:00:00:09,00:00:02:50,00:00:00:00,00:00:00:00,00:01:15:11,00:00:00:09,00:00:00:08,00:01:15:11,00:00:00:09,00:00:00:08,00:00:00:10,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:10,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:00,00:00:00:00,11190394506,23962300,23696691,1230876672,406352277,405177216,87 %,1 %,1 %,8766571,621131656,0,0,0,,77
F_dpc000_1100_Car bump and tape_V019.nk,661fbbfe2f618a1633cf6457,manjunatha,,,pnewspt100,2024/04/17 17:39:34,2024/04/17 17:39:37,2024/04/17 17:43:56,2d_pool,none,100,1370-1850,481,49,Nuke,1,10375238,0,1,17,00:00:04:18,00:01:10:08,00:00:01:25,00:00:01:18,00:00:02:30,00:00:00:03,00:00:00:00,00:01:07:23,00:00:01:22,00:00:01:17,00:01:07:23,00:00:01:22,00:00:01:17,00:00:00:08,00:00:00:00,00:00:00:08,00:00:00:08,00:00:00:09,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:35,00:00:00:00,22954392075,468456981,476236183,8945614848,3226195351,3289115136,98 %,2 %,2 %,21580189,791768262,0,0,0,,86
F_dpc000_1100_Car bump and tape_V021.nk,66200cbb2f618a1633cf69ac,manjunatha,,,pnewspt100,2024/04/17 23:24:02,2024/04/17 23:24:04,2024/04/17 23:28:20,2d_pool,2d_grp,100,1370-1850,481,49,Nuke,1,11877608,0,1,18,00:00:04:16,00:01:12:52,00:00:01:29,00:00:01:26,00:00:01:07,00:00:00:01,00:00:00:00,00:01:11:28,00:00:01:27,00:00:01:23,00:01:11:28,00:00:01:27,00:00:01:23,00:00:00:09,00:00:00:00,00:00:00:08,00:00:00:08,00:00:00:09,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:24,00:00:00:00,22954702928,468463325,476247757,10078728192,3804386042,3884921856,85 %,1 %,1 %,17114660,904636754,0,0,0,,75
