Job Name,Job ID,User Name,Comment,Department,Submit Machine,Submit Date Time,Start Date Time,Finish Date Time,Pool,Group,Priority,Frame List,Frame Count,Task Count,Plugin,Auxiliary Files,Auxiliary File Size (Bytes),Machine Limit,Error Count,Average Concurrent Tasks,Clock Render Time,Total Task Time,Average Task Time,Median Task Time,Total Task Startup Time,Average Task Startup Time,Median Task Startup Time,Total Task Render Time,Average Task Render Time,Median Task Render Time,Total Normalized Task Render Time,Average Normalized Task Render Time,Median Normalized Task Render Time,Average Frame Time,Average Frame Startup Time,Average Frame Render Time,Average Normalized Frame Render Time,Median Frame Time,Median Frame Startup Time,Median Frame Render Time,Median Normalized Frame Render Time,Wasted Error Time,Wasted Requeue Time,Total Output File Size (Bytes),Average Output File Size (Bytes),Median Output File Size (Bytes),Peak RAM Usage (Bytes),Average RAM Usage (Bytes),Median RAM Usage (Bytes),Peak CPU Usage,Average CPU Usage,Median CPU Usage,Used CPU Clocks,Total CPU Clocks,Peak Swap Usage (Bytes),Average Swap Usage (Bytes),Median Swap Usage (Bytes)
KT1950_prep_crew_v004.nk,66e01dee7e6b4b9c2f4c48e7,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/10 15:52:38,2024/09/10 15:52:39,2024/09/10 15:54:46,2d_pool,2d_group,50,1001-1226,226,23,Nuke,1,33891848,0,0,14,00:00:02:07,00:00:28:46,00:00:01:15,00:00:01:22,00:00:01:05,00:00:00:02,00:00:00:03,00:00:27:38,00:00:01:12,00:00:01:19,00:00:27:38,00:00:01:12,00:00:01:19,00:00:00:07,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:09,00:00:00:01,00:00:00:08,00:00:00:08,00:00:00:00,00:00:00:00,0,0,0,2962366464,1882977808,1638656000,97 %,3 %,3 %,16945476,485428613,0,0,0
KT1950_prep_crew_v004.nk,66e01edd7e6b4b9c2f4c4900,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/10 15:56:37,2024/09/10 15:56:38,2024/09/10 15:58:12,2d_pool,2d_group,50,1001-1226,226,23,Nuke,1,33892194,0,0,13,00:00:01:33,00:00:19:51,00:00:00:51,00:00:00:57,00:00:01:09,00:00:00:03,00:00:00:03,00:00:18:40,00:00:00:48,00:00:00:54,00:00:18:40,00:00:00:48,00:00:00:54,00:00:00:05,00:00:00:00,00:00:00:04,00:00:00:04,00:00:00:06,00:00:00:01,00:00:00:06,00:00:00:06,00:00:00:00,00:00:00:00,0,0,0,3035844608,1560706635,1326733440,48 %,4 %,4 %,13147808,314953829,0,0,0
KT1950_prep_crew_v004.nk,66e0203c7e6b4b9c2f4c4921,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/10 16:02:27,2024/09/10 16:02:29,2024/09/10 16:04:00,2d_pool,2d_group,50,1001-1226,226,23,Nuke,1,38429757,0,0,13,00:00:01:30,00:00:19:31,00:00:00:50,00:00:00:55,00:00:01:13,00:00:00:03,00:00:00:03,00:00:18:15,00:00:00:47,00:00:00:51,00:00:18:15,00:00:00:47,00:00:00:51,00:00:00:05,00:00:00:00,00:00:00:04,00:00:00:04,00:00:00:06,00:00:00:01,00:00:00:06,00:00:00:06,00:00:00:00,00:00:00:00,0,0,0,3065651200,1593482134,1349369088,41 %,3 %,3 %,11351301,310833530,0,0,0
KT1950_prep_sclight_v018.nk,66dfa3c57e6b4b9c2f4c43bc,naveen.gupta,,,pnewspt101,2024/09/10 7:11:25,2024/09/10 7:11:25,2024/09/10 7:14:38,2d_pool,2d_group,50,1001-1226,226,23,Nuke,0,0,0,0,15,00:00:03:12,00:00:45:55,00:00:01:59,00:00:02:07,00:00:01:04,00:00:00:02,00:00:00:02,00:00:44:49,00:00:01:56,00:00:02:04,00:00:44:49,00:00:01:56,00:00:02:04,00:00:00:12,00:00:00:00,00:00:00:11,00:00:00:11,00:00:00:13,00:00:00:01,00:00:00:13,00:00:00:13,00:00:00:00,00:00:00:00,29787593957,1295112780,1318007643,15093694464,5521243102,5575783936,100 %,37 %,41 %,321865481,802189750,0,0,0
KT1950_prep_sclight_v020.nk,66dff5b97e6b4b9c2f4c467f,naveen.gupta,,,pnewspt101,2024/09/10 13:01:05,2024/09/10 13:01:06,2024/09/10 13:06:02,2d_pool,2d_group,50,1001-1226,226,23,Nuke,0,0,0,0,13,00:00:04:55,00:01:00:53,00:00:02:38,00:00:02:42,00:00:00:55,00:00:00:02,00:00:00:02,00:00:59:54,00:00:02:36,00:00:02:39,00:00:59:54,00:00:02:36,00:00:02:39,00:00:00:16,00:00:00:00,00:00:00:15,00:00:00:15,00:00:00:17,00:00:00:01,00:00:00:16,00:00:00:16,00:00:00:00,00:00:00:00,29793063421,1295350583,1318007555,17411919872,5573880976,5601572352,20075 %,57 %,46 %,685885742,1081245464,0,0,0
KT1950_prep_sclight_v020.nk,66e00f767e6b4b9c2f4c47de,naveen.gupta,,,pnewspt101,2024/09/10 14:50:54,2024/09/10 14:50:55,2024/09/10 14:54:07,2d_pool,2d_group,50,1164-1226,63,7,Nuke,0,0,0,1,5,00:00:03:11,00:00:14:52,00:00:02:07,00:00:02:09,00:00:00:29,00:00:00:04,00:00:00:02,00:00:14:23,00:00:02:03,00:00:02:06,00:00:14:23,00:00:02:03,00:00:02:06,00:00:00:14,00:00:00:00,00:00:00:13,00:00:00:13,00:00:00:15,00:00:00:01,00:00:00:15,00:00:00:15,00:00:01:32,00:00:00:00,8570954824,1224422117,1357950148,17048526848,5294558025,5578125824,100 %,20 %,23 %,55271254,265053570,0,0,0
KT1950_prep_setlightsbehindthetree_v024.nk,66dfcf247e6b4b9c2f4c4525,yogesh.kate,,,pnewspt091.basilic.com,2024/09/10 10:16:28,2024/09/10 10:16:29,2024/09/10 10:21:26,2d_pool,2d_group,50,1001-1226,226,23,Nuke,1,3452249,0,0,8,00:00:04:57,00:00:37:03,00:00:01:36,00:00:01:27,00:00:00:55,00:00:00:02,00:00:00:02,00:00:36:05,00:00:01:34,00:00:01:24,00:00:36:05,00:00:01:34,00:00:01:24,00:00:00:09,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:09,00:00:00:01,00:00:00:09,00:00:00:09,00:00:00:00,00:00:00:00,0,0,0,42741374976,4186223877,2601003776,99 %,7 %,6 %,42906736,632663822,0,0,0
KT1950_prep_setlightsbehindthetree_v026.nk,66dfeeef7e6b4b9c2f4c463a,yogesh.kate,,,pnewspt091.basilic.com,2024/09/10 12:32:07,2024/09/10 12:32:08,2024/09/10 12:37:12,2d_pool,2d_group,50,1001-1226,226,23,Nuke,1,4794277,0,0,8,00:00:05:04,00:00:36:26,00:00:01:35,00:00:01:36,00:00:01:03,00:00:00:02,00:00:00:02,00:00:35:20,00:00:01:32,00:00:01:33,00:00:35:20,00:00:01:32,00:00:01:33,00:00:00:09,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:10,00:00:00:01,00:00:00:10,00:00:00:10,00:00:00:00,00:00:00:00,0,0,0,43843661824,4945185691,2922782976,96 %,10 %,9 %,49654151,618251487,0,0,0
KT1950_prep_setlightsbehindthetree_v032.nk,66e01a837e6b4b9c2f4c48a6,yogesh.kate,,,pnewspt091.basilic.com,2024/09/10 15:38:03,2024/09/10 15:38:03,2024/09/10 15:41:46,2d_pool,2d_group,50,1001-1226,226,23,Nuke,1,4125500,0,0,7,00:00:03:43,00:00:24:27,00:00:01:03,00:00:01:03,00:00:01:45,00:00:00:04,00:00:00:03,00:00:22:39,00:00:00:59,00:00:00:58,00:00:22:39,00:00:00:59,00:00:00:58,00:00:00:06,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:07,00:00:00:01,00:00:00:06,00:00:00:06,00:00:00:00,00:00:00:00,0,0,0,42867273728,5029528075,2933717248,99 %,12 %,11 %,43453536,394352820,0,0,0
KT1950_prep_setlightsbehindthetree_v033.nk,66e01d7d7e6b4b9c2f4c48d1,yogesh.kate,,,pnewspt091.basilic.com,2024/09/10 15:50:45,2024/09/10 15:50:46,2024/09/10 15:54:02,2d_pool,2d_group,50,1001-1226,226,23,Nuke,1,4128408,0,0,8,00:00:03:16,00:00:25:27,00:00:01:06,00:00:01:05,00:00:00:56,00:00:00:02,00:00:00:02,00:00:24:28,00:00:01:03,00:00:01:02,00:00:24:28,00:00:01:03,00:00:01:02,00:00:00:06,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:07,00:00:00:01,00:00:00:07,00:00:00:07,00:00:00:00,00:00:00:00,0,0,0,42990166016,5094785497,3122628352,99 %,14 %,11 %,48372607,425149062,0,0,0
MA1600_paint_seamesremove_v009.nk,66df48a07e6b4b9c2f4c40c8,sujit.mule,,paint,pnewspt079,2024/09/10 0:42:32,2024/09/10 0:42:33,2024/09/10 1:00:09,2d_pool,2d_group,100,1001-2347,1347,135,Nuke,1,1740134,0,4,18,00:00:17:35,00:05:01:49,00:00:02:14,00:00:02:12,00:00:01:25,00:00:00:00,00:00:00:00,00:04:59:23,00:00:02:13,00:00:02:11,00:04:59:23,00:00:02:13,00:00:02:11,00:00:00:13,00:00:00:00,00:00:00:13,00:00:00:13,00:00:00:14,00:00:00:00,00:00:00:14,00:00:00:14,00:00:00:55,00:00:00:00,138993549415,1029581847,1020689162,31751254016,14320208012,13232825344,99 %,3 %,4 %,197626356,5364331564,0,0,0
MA1600_paint_seamesremove_v009.nk,66df4d5b7e6b4b9c2f4c4102,sujit.mule,,paint,pnewspt079,2024/09/10 1:02:42,2024/09/10 1:02:43,2024/09/10 1:05:24,2d_pool,2d_group,100,1230-1310,81,9,Nuke,1,1740176,0,0,8,00:00:02:40,00:00:19:49,00:00:02:12,00:00:02:21,00:00:00:25,00:00:00:02,00:00:00:02,00:00:19:24,00:00:02:09,00:00:02:18,00:00:19:24,00:00:02:09,00:00:02:18,00:00:00:14,00:00:00:00,00:00:00:14,00:00:00:14,00:00:00:15,00:00:00:01,00:00:00:15,00:00:00:15,00:00:00:00,00:00:00:00,8351615479,927957275,1035843892,17306570752,8923322851,9511069696,99 %,5 %,5 %,19850905,351748716,0,0,0
MA1600_paint_seamesremove_v009.nk,66df4f5e7e6b4b9c2f4c4129,sujit.mule,,paint,pnewspt079,2024/09/10 1:11:18,2024/09/10 1:11:19,2024/09/10 1:13:11,2d_pool,2d_group,100,1230-1310,81,9,Nuke,1,1742361,0,0,7,00:00:01:51,00:00:12:51,00:00:01:25,00:00:01:29,00:00:00:25,00:00:00:02,00:00:00:02,00:00:12:26,00:00:01:22,00:00:01:26,00:00:12:26,00:00:01:22,00:00:01:26,00:00:00:09,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:10,00:00:00:01,00:00:00:09,00:00:00:09,00:00:00:00,00:00:00:00,8255541804,917282422,1021152514,17704660992,8261762218,9051300864,91 %,6 %,6 %,14336459,207000740,0,0,0
MA1600_paint_seamesremove_v009.nk,66e02f9e7e6b4b9c2f4c4a1e,sujit.mule,,paint,pnewspt097,2024/09/10 17:08:06,2024/09/10 17:08:55,2001/01/01 0:00:00,2d_pool,2d_group,100,1001-2347,1347,135,Nuke,1,1739546,0,1,0,00:00:00:00,00:05:32:13,00:00:02:28,00:00:02:18,00:00:01:04,00:00:00:00,00:00:00:00,00:05:30:04,00:00:02:27,00:00:02:16,00:05:30:04,00:00:02:27,00:00:02:16,00:00:00:14,00:00:00:00,00:00:00:14,00:00:00:14,00:00:00:14,00:00:00:00,00:00:00:14,00:00:00:14,00:00:00:16,00:00:00:00,138069297684,1030367893,1020910115,23355097088,12591823230,10749770752,101 %,3 %,2 %,173901343,5920336970,0,0,0
MA1600_paint_seamesremove_v009.nk,66e034d37e6b4b9c2f4c4a57,sujit.mule,,paint,pnewspt097,2024/09/10 17:30:19,2024/09/10 17:30:31,2024/09/10 17:31:03,2d_pool,2d_group,100,2091-2100,10,10,Nuke,1,1739546,0,1,8,00:00:00:31,00:00:03:47,00:00:00:22,00:00:00:23,00:00:00:28,00:00:00:02,00:00:00:02,00:00:03:19,00:00:00:19,00:00:00:20,00:00:03:19,00:00:00:19,00:00:00:20,00:00:00:22,00:00:00:02,00:00:00:19,00:00:00:19,00:00:00:24,00:00:00:03,00:00:00:21,00:00:00:21,00:00:00:10,00:00:00:00,991025014,99102501,98997304,8561483776,1827472844,1843052160,30 %,2 %,2 %,1231875,52402208,0,0,0
MA1600_prep_v003.nk,66df3f087e6b4b9c2f4c4046,amey.shelke,,,pnewspt086,2024/09/10 0:01:36,2024/09/10 0:01:36,2024/09/10 0:05:16,2d_pool,2d_group,100,2000-2347,348,348,Nuke,1,1445711,0,0,16,00:00:03:39,00:00:55:04,00:00:00:09,00:00:00:08,00:00:01:59,00:00:00:00,00:00:00:00,00:00:50:12,00:00:00:08,00:00:00:07,00:00:50:12,00:00:00:08,00:00:00:07,00:00:00:09,00:00:00:00,00:00:00:08,00:00:00:08,00:00:00:09,00:00:00:00,00:00:00:08,00:00:00:08,00:00:00:00,00:00:00:00,16883549884,48515947,48718640,5606301696,3430769578,3429726720,59 %,1 %,1 %,10528437,615503096,0,0,0
MA1600_prep_v003.nk,66df41e27e6b4b9c2f4c4082,amey.shelke,,,pnewspt086,2024/09/10 0:13:46,2024/09/10 0:13:47,2024/09/10 0:17:00,2d_pool,2d_group,100,2000-2347,348,348,Nuke,1,1446088,0,0,15,00:00:03:13,00:00:46:41,00:00:00:08,00:00:00:07,00:00:01:08,00:00:00:00,00:00:00:00,00:00:42:41,00:00:00:07,00:00:00:06,00:00:42:41,00:00:00:07,00:00:00:06,00:00:00:08,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:08,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:00,00:00:00:00,16883721220,48516440,48718675,3825811456,2322385292,2448444416,26 %,2 %,2 %,12058313,470420683,0,0,0
MA1600_v055.nk,66df3f677e6b4b9c2f4c405d,ravindra.choure,,,pnewsrt103,2024/09/10 0:03:11,2024/09/10 0:05:14,2024/09/10 0:09:49,2d_pool,2d_group,100,2150-2347,198,198,Nuke,1,62544737,0,0,14,00:00:04:34,00:01:03:25,00:00:00:19,00:00:00:11,00:00:02:45,00:00:00:00,00:00:00:00,00:00:59:00,00:00:00:17,00:00:00:10,00:00:59:00,00:00:00:17,00:00:00:10,00:00:00:19,00:00:00:00,00:00:00:17,00:00:00:17,00:00:00:12,00:00:00:00,00:00:00:11,00:00:00:11,00:00:00:00,00:00:00:00,11228728649,56710750,56759525,35028885504,14418115234,15008731136,99 %,7 %,4 %,40985223,879448299,0,0,0
MA1600_v060.nk,66df54897e6b4b9c2f4c415c,ravindra.choure,,,pnewsrt103,2024/09/10 1:33:21,2024/09/10 1:33:22,2024/09/10 1:38:16,2d_pool,2d_group,100,2150-2347,198,198,Nuke,1,62913270,0,0,17,00:00:04:53,00:01:19:27,00:00:00:24,00:00:00:12,00:00:02:50,00:00:00:00,00:00:00:00,00:01:15:01,00:00:00:22,00:00:00:11,00:01:15:01,00:00:00:22,00:00:00:11,00:00:00:24,00:00:00:00,00:00:00:22,00:00:00:22,00:00:00:13,00:00:00:00,00:00:00:12,00:00:00:12,00:00:00:00,00:00:00:00,11267114371,56904618,57017708,34213400576,15015862678,15840156672,98 %,5 %,3 %,39740522,1164971686,0,0,0
MA1600_v064.nk,66e022ed7e6b4b9c2f4c4949,ravindra.choure,,,pnewsrt103,2024/09/10 16:13:56,2024/09/10 16:13:59,2024/09/10 16:19:38,2d_pool,2d_group,100,2150-2347,198,198,Nuke,1,62925110,0,1,16,00:00:05:38,00:01:27:10,00:00:00:26,00:00:00:13,00:00:03:37,00:00:00:01,00:00:00:00,00:01:21:55,00:00:00:24,00:00:00:12,00:01:21:55,00:00:00:24,00:00:00:12,00:00:00:26,00:00:00:01,00:00:00:24,00:00:00:24,00:00:00:14,00:00:00:00,00:00:00:13,00:00:00:13,00:00:00:33,00:00:00:00,11266857028,56903318,57017708,35012063232,15629672914,17550751744,99 %,5 %,3 %,39459531,1265204753,0,0,0
MA1600_v068.nk,66e046af7e6b4b9c2f4c4bd3,ravindra.choure,,,pnewsrt103,2024/09/10 18:46:31,2024/09/10 18:46:33,2024/09/10 18:53:03,2d_pool,2d_group,100,2150-2347,198,198,Nuke,1,63231414,0,0,15,00:00:06:30,00:01:35:56,00:00:00:29,00:00:00:13,00:00:02:48,00:00:00:00,00:00:00:00,00:01:31:32,00:00:00:27,00:00:00:12,00:01:31:32,00:00:00:27,00:00:00:12,00:00:00:29,00:00:00:00,00:00:00:27,00:00:00:27,00:00:00:14,00:00:00:00,00:00:00:13,00:00:00:13,00:00:00:00,00:00:00:00,11266909256,56903582,57017708,35931369472,15561094651,17161895936,97 %,4 %,3 %,38111164,1436648674,0,0,0
MA1600_v070.nk,66e05ea07e6b4b9c2f4c4c96,ravindra.choure,,,pnewsrt103,2024/09/10 20:28:40,2024/09/10 20:28:42,2024/09/10 20:34:49,2d_pool,2d_group,100,2150-2347,198,198,Nuke,1,63248130,0,0,16,00:00:06:06,00:01:31:53,00:00:00:27,00:00:00:13,00:00:03:27,00:00:00:01,00:00:00:00,00:01:26:47,00:00:00:26,00:00:00:12,00:01:26:47,00:00:00:26,00:00:00:12,00:00:00:27,00:00:00:01,00:00:00:26,00:00:00:26,00:00:00:14,00:00:00:00,00:00:00:13,00:00:00:13,00:00:00:00,00:00:00:00,11265766518,56897810,56934287,34595700736,15418014259,16617661440,98 %,4 %,3 %,38757409,1367994795,0,0,0
ps090_0150_prep_rigandtrackingmarkers_v009.nk,66e0174a7e6b4b9c2f4c484b,swapnil.gurav,,,pnewspt082,2024/09/10 15:24:18,2024/09/10 15:24:18,2024/09/10 15:25:32,none,none,50,986-1068,83,83,Nuke,0,0,0,1,11,00:00:01:13,00:00:13:04,00:00:00:09,00:00:00:05,00:00:01:29,00:00:00:01,00:00:00:00,00:00:11:01,00:00:00:07,00:00:00:04,00:00:11:01,00:00:00:07,00:00:00:04,00:00:00:09,00:00:00:01,00:00:00:07,00:00:00:07,00:00:00:06,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:26,00:00:04:25,838231218,10099171,10007254,2900602880,2130401866,2577862656,85 %,4 %,2 %,3788078,142637844,0,0,0
ps090_0230_paint_v014.nk,66e07f527e6b4b9c2f4c4e0a,kailash.saw,,,pnewspt085,2024/09/10 22:48:09,2024/09/10 22:48:10,2024/09/10 22:49:17,2d_pool,2d_group,50,986-1088,103,103,Nuke,1,2616914,0,0,14,00:00:01:06,00:00:15:25,00:00:00:08,00:00:00:07,00:00:01:07,00:00:00:00,00:00:00:00,00:00:13:31,00:00:00:07,00:00:00:06,00:00:13:31,00:00:00:07,00:00:00:06,00:00:00:08,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:08,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:00,00:00:00:00,2030849538,19716985,20698855,3665350656,2708152802,3180826624,87 %,2 %,2 %,3219252,163402564,0,0,0
