Job Name,Job ID,User Name,Comment,Department,Submit Machine,Submit Date Time,Start Date Time,Finish Date Time,Pool,Group,Priority,Frame List,Frame Count,Task Count,Plugin,Auxiliary Files,Auxiliary File Size (Bytes),Machine Limit,Error Count,Average Concurrent Tasks,Clock Render Time,Total Task Time,Average Task Time,Median Task Time,Total Task Startup Time,Average Task Startup Time,Median Task Startup Time,Total Task Render Time,Average Task Render Time,Median Task Render Time,Total Normalized Task Render Time,Average Normalized Task Render Time,Median Normalized Task Render Time,Average Frame Time,Average Frame Startup Time,Average Frame Render Time,Average Normalized Frame Render Time,Median Frame Time,Median Frame Startup Time,Median Frame Render Time,Median Normalized Frame Render Time,Wasted Error Time,Wasted Requeue Time,Total Output File Size (Bytes),Average Output File Size (Bytes),Median Output File Size (Bytes),Peak RAM Usage (Bytes),Average RAM Usage (Bytes),Median RAM Usage (Bytes),Peak CPU Usage,Average CPU Usage,Median CPU Usage,Used CPU Clocks,Total CPU Clocks,Peak Swap Usage (Bytes),Average Swap Usage (Bytes),Median Swap Usage (Bytes),Batch Name
com_0020_prep_SLwrinklesremoval_v001.nk,66de83667e6b4b9c2f4c2b37,nitish.kumbalkar,,,pnewspt088.basilic.com,2024/09/09 10:41:02,2024/09/09 10:41:03,2024/09/09 10:41:30,2d_pool,2d_group,50,1,1,1,Nuke,1,29692166,0,0,1,00:00:00:27,00:00:00:27,00:00:00:27,00:00:00:27,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:24,00:00:00:24,00:00:00:24,00:00:00:24,00:00:00:24,00:00:00:24,00:00:00:27,00:00:00:03,00:00:00:24,00:00:00:24,00:00:00:28,00:00:00:04,00:00:00:25,00:00:00:25,00:00:00:00,00:00:00:00,0,0,0,578686976,398212384,398212384,1 %,1 %,1 %,37493,3749223,0,0,0,
com_0020_prep_SLwrinklesremoval_v001.nk,66de84157e6b4b9c2f4c2b5f,nitish.kumbalkar,,,pnewspt088.basilic.com,2024/09/09 10:43:57,2024/09/09 10:43:58,2024/09/09 10:44:57,2d_pool,2d_group,50,1,1,1,Nuke,1,29692184,0,0,1,00:00:00:58,00:00:00:58,00:00:00:58,00:00:00:58,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:54,00:00:00:54,00:00:00:54,00:00:00:54,00:00:00:54,00:00:00:54,00:00:00:58,00:00:00:03,00:00:00:54,00:00:00:54,00:00:00:59,00:00:00:04,00:00:00:55,00:00:00:55,00:00:00:00,00:00:00:00,0,0,0,671039488,312771296,312771296,1 %,1 %,1 %,134062,13406142,0,0,0,
com_0020_prep_SLwrinklesremoval_v001.nk,66de84ce7e6b4b9c2f4c2b9f,nitish.kumbalkar,,,pnewspt088.basilic.com,2024/09/09 10:47:02,2024/09/09 10:47:03,2024/09/09 10:47:22,2d_pool,2d_group,50,1,1,1,Nuke,1,29692184,0,0,1,00:00:00:19,00:00:00:19,00:00:00:19,00:00:00:19,00:00:00:04,00:00:00:04,00:00:00:04,00:00:00:15,00:00:00:15,00:00:00:15,00:00:00:15,00:00:00:15,00:00:00:15,00:00:00:19,00:00:00:04,00:00:00:15,00:00:00:15,00:00:00:20,00:00:00:05,00:00:00:16,00:00:00:16,00:00:00:00,00:00:00:00,0,0,0,754368512,444901376,444901376,1 %,1 %,1 %,38609,3860842,0,0,0,
com_0020_prep_SLwrinklesremoval_v001.nk,66de85417e6b4b9c2f4c2bd5,nitish.kumbalkar,,,pnewspt088.basilic.com,2024/09/09 10:48:57,2024/09/09 10:48:58,2024/09/09 10:49:23,2d_pool,2d_group,50,1,1,1,Nuke,1,29692184,0,0,1,00:00:00:25,00:00:00:25,00:00:00:25,00:00:00:25,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:22,00:00:00:22,00:00:00:22,00:00:00:22,00:00:00:22,00:00:00:22,00:00:00:25,00:00:00:03,00:00:00:22,00:00:00:22,00:00:00:26,00:00:00:04,00:00:00:23,00:00:00:23,00:00:00:00,00:00:00:00,0,0,0,576200704,288892736,288892736,0 %,0 %,0 %,0,0,0,0,0,
com_0190_prep_srwall_v003.nk,66dedf4e7e6b4b9c2f4c3ac5,tarun.chaudhary,,,pnewspt083.basilic.com,2024/09/09 17:13:10,2024/09/09 17:13:10,2024/09/09 17:13:55,2d_pool,2d_group,50,994-1031,38,4,Nuke,1,7691670,0,0,4,00:00:00:44,00:00:02:47,00:00:00:41,00:00:00:43,00:00:00:11,00:00:00:02,00:00:00:02,00:00:02:36,00:00:00:39,00:00:00:40,00:00:02:36,00:00:00:39,00:00:00:40,00:00:00:04,00:00:00:00,00:00:00:04,00:00:00:04,00:00:00:05,00:00:00:01,00:00:00:05,00:00:00:05,00:00:00:00,00:00:00:00,0,0,0,4777144320,986804592,1054381120,96 %,4 %,5 %,1653155,42045590,0,0,0,
com_0190_prep_srwall_v003.nk,66dee1527e6b4b9c2f4c3b08,tarun.chaudhary,,,pnewspt083.basilic.com,2024/09/09 17:21:46,2024/09/09 17:21:46,2024/09/09 17:22:39,2d_pool,2d_group,50,994-1084,91,10,Nuke,1,7691670,0,0,8,00:00:00:53,00:00:06:14,00:00:00:37,00:00:00:37,00:00:00:30,00:00:00:03,00:00:00:02,00:00:05:43,00:00:00:34,00:00:00:34,00:00:05:43,00:00:00:34,00:00:00:34,00:00:00:04,00:00:00:00,00:00:00:03,00:00:00:03,00:00:00:04,00:00:00:01,00:00:00:04,00:00:00:04,00:00:00:00,00:00:00:00,0,0,0,5327396864,1019399574,1186151168,91 %,2 %,2 %,2584357,92860220,0,0,0,
com_0190_prep_srwall_v003.nk,66deef717e6b4b9c2f4c3c66,tarun.chaudhary,,,pnewspt083.basilic.com,2024/09/09 18:22:00,2024/09/09 18:22:02,2024/09/09 18:23:07,2d_pool,2d_group,50,994-1084,91,10,Nuke,1,7699161,0,0,7,00:00:01:05,00:00:07:12,00:00:00:43,00:00:00:38,00:00:00:30,00:00:00:03,00:00:00:02,00:00:06:41,00:00:00:40,00:00:00:35,00:00:06:41,00:00:00:40,00:00:00:35,00:00:00:04,00:00:00:00,00:00:00:04,00:00:00:04,00:00:00:04,00:00:00:01,00:00:00:04,00:00:00:04,00:00:00:00,00:00:00:00,0,0,0,5537357824,950435424,1049494144,94 %,4 %,5 %,5248811,111520854,0,0,0,
com_0190_prep_srwall_v003.nk,66defeb37e6b4b9c2f4c3d2c,tarun.chaudhary,,,pnewspt083.basilic.com,2024/09/09 19:27:07,2024/09/09 19:27:07,2024/09/09 19:28:16,2d_pool,2d_group,50,994-1084,91,10,Nuke,1,7763373,0,0,5,00:00:01:08,00:00:05:33,00:00:00:33,00:00:00:30,00:00:01:09,00:00:00:06,00:00:00:03,00:00:04:24,00:00:00:26,00:00:00:26,00:00:04:24,00:00:00:26,00:00:00:26,00:00:00:03,00:00:00:00,00:00:00:02,00:00:00:02,00:00:00:03,00:00:00:01,00:00:00:03,00:00:00:03,00:00:00:00,00:00:00:00,0,0,0,5930270720,1051755324,1163954816,90 %,5 %,1 %,3645808,68349919,0,0,0,
com_0190_prep_srwall_v003.nk,66df01b67e6b4b9c2f4c3d68,tarun.chaudhary,,,pnewspt083.basilic.com,2024/09/09 19:39:58,2024/09/09 19:39:58,2024/09/09 19:41:04,2d_pool,2d_group,50,994-1084,91,10,Nuke,1,7763805,0,0,6,00:00:01:06,00:00:05:44,00:00:00:34,00:00:00:31,00:00:00:29,00:00:00:02,00:00:00:02,00:00:05:15,00:00:00:31,00:00:00:28,00:00:05:15,00:00:00:31,00:00:00:28,00:00:00:03,00:00:00:00,00:00:00:03,00:00:00:03,00:00:00:04,00:00:00:01,00:00:00:03,00:00:00:03,00:00:00:00,00:00:00:00,0,0,0,6171942912,1025272486,1062083904,98 %,4 %,5 %,3428313,86113726,0,0,0,
com_0290_prep_groundclenup_v001.nk,66df0af97e6b4b9c2f4c3dce,sagar.misal,,,pnewspt106.basilic.com,2024/09/09 20:19:28,2024/09/09 20:19:29,2024/09/09 20:20:31,2d_pool,2d_group,50,1001-1095,95,10,Nuke,1,24171368,0,0,7,00:00:01:01,00:00:06:11,00:00:00:37,00:00:00:32,00:00:00:32,00:00:00:03,00:00:00:03,00:00:05:38,00:00:00:33,00:00:00:29,00:00:05:38,00:00:00:33,00:00:00:29,00:00:00:03,00:00:00:00,00:00:00:03,00:00:00:03,00:00:00:04,00:00:00:01,00:00:00:03,00:00:00:03,00:00:00:00,00:00:00:00,0,0,0,4746612736,827644684,822532096,42 %,2 %,3 %,1913877,90521201,0,0,0,
ECF-2290_prep_slrigremoval_v007.nk,66de6c817e6b4b9c2f4c2836,prashant.padvi,,,pnewspt099.basilic.com,2024/09/09 9:03:21,2024/09/09 9:03:22,2024/09/09 9:05:30,2d_pool,2d_group,50,977-1262,286,29,Nuke,1,34351859,0,0,16,00:00:02:08,00:00:33:54,00:00:01:10,00:00:01:29,00:00:01:06,00:00:00:02,00:00:00:03,00:00:32:42,00:00:01:07,00:00:01:25,00:00:32:42,00:00:01:07,00:00:01:25,00:00:00:07,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:09,00:00:00:01,00:00:00:09,00:00:00:09,00:00:00:00,00:00:00:00,0,0,0,16580079616,4627863000,3093087488,98 %,8 %,5 %,39545405,571147800,0,0,0,
ECF-2290_prep_slrigremoval_v007.nk,66de7d6b7e6b4b9c2f4c2a87,prashant.padvi,,,pnewspt099.basilic.com,2024/09/09 10:15:30,2024/09/09 10:15:32,2024/09/09 10:17:22,2d_pool,2d_group,50,977-1262,286,29,Nuke,1,34525187,0,0,16,00:00:01:50,00:00:27:35,00:00:00:57,00:00:01:01,00:00:01:06,00:00:00:02,00:00:00:03,00:00:26:23,00:00:00:54,00:00:00:57,00:00:26:23,00:00:00:54,00:00:00:57,00:00:00:05,00:00:00:00,00:00:00:05,00:00:00:05,00:00:00:07,00:00:00:01,00:00:00:06,00:00:00:06,00:00:00:00,00:00:00:00,0,0,0,10374717440,3602657540,3534861824,99 %,5 %,5 %,23749779,456046329,0,0,0,
ECF-2290_prep_slrigremoval_v007.nk,66deb99a7e6b4b9c2f4c33d9,prashant.padvi,,,pnewspt099,2024/09/09 14:32:18,2024/09/09 14:32:19,2024/09/09 14:36:13,2d_pool,2d_group,100,977-1262,286,286,Nuke,0,0,0,0,35,00:00:03:53,00:02:13:34,00:00:00:28,00:00:00:25,00:00:02:50,00:00:00:00,00:00:00:00,00:02:09:16,00:00:00:27,00:00:00:25,00:02:09:16,00:00:00:27,00:00:00:25,00:00:00:28,00:00:00:00,00:00:00:27,00:00:00:27,00:00:00:26,00:00:00:00,00:00:00:26,00:00:00:26,00:00:00:00,00:00:00:00,14544367017,50854430,50235120,7291617280,753850031,696088384,88 %,1 %,1 %,37299566,2007410297,0,0,0,
ECF-2290_prep_slrigremoval_v008.nk,66dec6f77e6b4b9c2f4c35a2,prashant.padvi,,,pnewspt099,2024/09/09 15:29:19,2024/09/09 15:29:19,2024/09/09 15:36:10,2d_pool,2d_group,100,977-1262,286,286,Nuke,0,0,0,3,17,00:00:06:51,00:01:55:13,00:00:00:24,00:00:00:24,00:00:00:51,00:00:00:00,00:00:00:00,00:01:51:52,00:00:00:23,00:00:00:23,00:01:51:52,00:00:00:23,00:00:00:23,00:00:00:24,00:00:00:00,00:00:00:23,00:00:00:23,00:00:00:25,00:00:00:00,00:00:00:24,00:00:00:24,00:00:01:12,00:00:00:00,14544235304,50853969,50235120,8734826496,772889823,722383936,92 %,2 %,2 %,34372148,1666418322,0,0,0,
ECF-2290_prep_slrigremoval_v008.nk,66deced17e6b4b9c2f4c3606,prashant.padvi,,,pnewspt099,2024/09/09 16:02:49,2024/09/09 16:03:25,2024/09/09 16:04:50,2d_pool,2d_group,100,1079-1104,26,26,Nuke,0,0,0,0,10,00:00:01:24,00:00:13:37,00:00:00:31,00:00:00:33,00:00:02:17,00:00:00:05,00:00:00:06,00:00:11:15,00:00:00:25,00:00:00:25,00:00:11:15,00:00:00:25,00:00:00:25,00:00:00:31,00:00:00:05,00:00:00:25,00:00:00:25,00:00:00:34,00:00:00:07,00:00:00:26,00:00:00:26,00:00:00:00,00:00:00:00,1303356343,50129090,50074910,7361929216,897679180,887358464,79 %,1 %,1 %,3082846,182602561,0,0,0,
ERB-0174_prep_dummy_v007.nk,66dec0777e6b4b9c2f4c34da,lalith.thatikonda,,,pnewspt102,2024/09/09 15:01:35,2024/09/09 15:01:36,2024/09/09 15:02:26,2d_pool,2d_group,100,1001-1116,116,58,Nuke,1,608807,0,0,11,00:00:00:50,00:00:08:52,00:00:00:09,00:00:00:04,00:00:01:11,00:00:00:01,00:00:00:00,00:00:07:23,00:00:00:07,00:00:00:03,00:00:07:23,00:00:00:07,00:00:00:03,00:00:00:04,00:00:00:00,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:00,00:00:00:02,00:00:00:02,00:00:00:00,00:00:00:00,1302549094,22457743,209894,942526464,546535779,621260800,15 %,0 %,0 %,668579,62991581,0,0,0,
jae109_0140_prep_poles_v036.nk,66de77c97e6b4b9c2f4c295b,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/09 9:51:28,2024/09/09 9:51:30,2024/09/09 9:58:56,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,15935133,0,0,7,00:00:07:25,00:00:49:27,00:00:04:07,00:00:04:01,00:00:00:54,00:00:00:04,00:00:00:04,00:00:48:33,00:00:04:02,00:00:03:56,00:00:48:33,00:00:04:02,00:00:03:56,00:00:00:25,00:00:00:00,00:00:00:25,00:00:00:25,00:00:00:25,00:00:00:01,00:00:00:24,00:00:00:24,00:00:00:00,00:00:00:00,0,0,0,83943198720,39745220181,43436814336,100 %,40 %,45 %,356551023,891784940,0,0,0,
jae109_0140_prep_poles_v037.nk,66de8c917e6b4b9c2f4c2da8,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/09 11:20:09,2024/09/09 11:20:09,2024/09/09 11:27:25,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,15941706,0,0,7,00:00:07:15,00:00:48:36,00:00:04:03,00:00:04:05,00:00:00:40,00:00:00:03,00:00:00:03,00:00:47:55,00:00:03:59,00:00:04:01,00:00:47:55,00:00:03:59,00:00:04:01,00:00:00:25,00:00:00:00,00:00:00:25,00:00:00:25,00:00:00:25,00:00:00:01,00:00:00:25,00:00:00:25,00:00:00:00,00:00:00:00,0,0,0,82117701632,40279383466,44533895168,101 %,41 %,48 %,348942958,850718826,0,0,0,
jae109_0140_prep_poles_v043.nk,66ded5887e6b4b9c2f4c3a66,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/09 16:31:28,2024/09/09 16:31:29,2024/09/09 16:50:58,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,16642542,0,0,5,00:00:19:28,00:01:30:10,00:00:07:30,00:00:08:15,00:00:00:38,00:00:00:03,00:00:00:03,00:01:29:32,00:00:07:27,00:00:08:12,00:01:29:32,00:00:07:27,00:00:08:12,00:00:00:47,00:00:00:00,00:00:00:46,00:00:00:46,00:00:00:50,00:00:00:01,00:00:00:50,00:00:00:50,00:00:00:00,00:00:00:00,0,0,0,118874345472,46534882986,53626580992,100 %,30 %,33 %,502677030,1616148326,0,0,0,
jae109_0140_prep_poles_v043.nk,66dee4107e6b4b9c2f4c3ba5,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/09 17:33:28,2024/09/09 17:33:29,2024/09/09 17:52:55,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,16663194,0,0,5,00:00:19:26,00:01:30:31,00:00:07:32,00:00:07:59,00:00:00:37,00:00:00:03,00:00:00:03,00:01:29:53,00:00:07:29,00:00:07:55,00:01:29:53,00:00:07:29,00:00:07:55,00:00:00:47,00:00:00:00,00:00:00:46,00:00:00:46,00:00:00:48,00:00:00:01,00:00:00:48,00:00:00:48,00:00:00:00,00:00:00:00,0,0,0,118930849792,47062208682,53548560384,101 %,33 %,30 %,525338440,1602723426,0,0,0,
jae109_0140_prep_poles_v043.nk,66dee00a7e6b4b9c2f4c3ad7,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/09 17:16:17,2024/09/09 17:16:19,2024/09/09 18:01:04,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,16663152,0,0,3,00:00:44:45,00:01:47:16,00:00:08:56,00:00:07:29,00:00:00:43,00:00:00:03,00:00:00:03,00:01:46:32,00:00:08:52,00:00:07:26,00:01:46:32,00:00:08:52,00:00:07:26,00:00:00:55,00:00:00:00,00:00:00:55,00:00:00:55,00:00:00:45,00:00:00:01,00:00:00:45,00:00:00:45,00:00:00:00,00:00:00:00,0,0,0,108202557440,41564033536,48441368576,100 %,29 %,28 %,442998962,1940006956,0,0,0,
jae109_0140_prep_poles_v044.nk,66def6697e6b4b9c2f4c3cac,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/09 18:51:45,2024/09/09 18:51:46,2024/09/09 18:56:42,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,16677108,0,0,6,00:00:04:56,00:00:26:25,00:00:02:12,00:00:01:55,00:00:00:39,00:00:00:03,00:00:00:03,00:00:25:46,00:00:02:08,00:00:01:52,00:00:25:46,00:00:02:08,00:00:01:52,00:00:00:13,00:00:00:00,00:00:00:13,00:00:00:13,00:00:00:12,00:00:00:01,00:00:00:12,00:00:00:12,00:00:00:00,00:00:00:00,0,0,0,30684168192,7098260725,9108477952,100 %,14 %,14 %,82299069,453355882,0,0,0,
jae109_0140_prep_poles_v044.nk,66def7997e6b4b9c2f4c3cc5,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/09 18:56:49,2024/09/09 18:56:50,2024/09/09 19:12:11,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,16677024,0,0,5,00:00:15:20,00:01:15:34,00:00:06:17,00:00:05:35,00:00:00:43,00:00:00:03,00:00:00:03,00:01:14:50,00:00:06:14,00:00:05:32,00:01:14:50,00:00:06:14,00:00:05:32,00:00:00:39,00:00:00:00,00:00:00:39,00:00:00:39,00:00:00:34,00:00:00:01,00:00:00:34,00:00:00:34,00:00:00:00,00:00:00:00,0,0,0,124597374976,48438553856,54619107328,100 %,38 %,44 %,526738862,1401330332,0,0,0,
jae109_0140_prep_poles_v044.nk,66deff447e6b4b9c2f4c3d3a,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/09 19:29:32,2024/09/09 19:29:33,2024/09/09 19:44:05,2d_pool,2d_group,50,1024-1138,115,12,Nuke,1,16687529,0,0,6,00:00:14:32,00:01:14:24,00:00:06:12,00:00:05:10,00:00:00:36,00:00:00:03,00:00:00:03,00:01:13:48,00:00:06:09,00:00:05:07,00:01:13:48,00:00:06:09,00:00:05:07,00:00:00:38,00:00:00:00,00:00:00:38,00:00:00:38,00:00:00:32,00:00:00:01,00:00:00:31,00:00:00:31,00:00:00:00,00:00:00:00,0,0,0,124946583552,49337368064,53516709888,100 %,37 %,40 %,516991975,1390175078,0,0,0,
