Job Name,Job ID,User Name,Comment,Department,Submit Machine,Submit Date Time,Start Date Time,Finish Date Time,Pool,Group,Priority,Frame List,Frame Count,Task Count,Plugin,Auxiliary Files,Auxiliary File Size (Bytes),Machine Limit,Error Count,Average Concurrent Tasks,Clock Render Time,Total Task Time,Average Task Time,Median Task Time,Total Task Startup Time,Average Task Startup Time,Median Task Startup Time,Total Task Render Time,Average Task Render Time,Median Task Render Time,Total Normalized Task Render Time,Average Normalized Task Render Time,Median Normalized Task Render Time,Average Frame Time,Average Frame Startup Time,Average Frame Render Time,Average Normalized Frame Render Time,Median Frame Time,Median Frame Startup Time,Median Frame Render Time,Median Normalized Frame Render Time,Wasted Error Time,Wasted Requeue Time,Total Output File Size (Bytes),Average Output File Size (Bytes),Median Output File Size (Bytes),Peak RAM Usage (Bytes),Average RAM Usage (Bytes),Median RAM Usage (Bytes),Peak CPU Usage,Average CPU Usage,Median CPU Usage,Used CPU Clocks,Total CPU Clocks,Peak Swap Usage (Bytes),Average Swap Usage (Bytes),Median Swap Usage (Bytes),Batch Name
cwy_101_ooc_050_v002.nk,66a9c2727e6b4b9c2f49c32d,tejas.salve,,,pnewspt100,2024/07/31 10:19:54,2024/07/31 10:19:54,2024/07/31 10:21:17,none,none,50,1001-1646,646,65,Nuke,0,0,0,0,17,00:00:01:22,00:00:22:00,00:00:00:20,00:00:00:18,00:00:01:28,00:00:00:01,00:00:00:00,00:00:20:07,00:00:00:18,00:00:00:17,00:00:20:07,00:00:00:18,00:00:00:17,00:00:00:02,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:02,00:00:00:00,00:00:00:02,00:00:00:02,00:00:00:00,00:00:00:00,8146564151,125331756,124271248,14578802688,5946904471,6499651584,100 %,13 %,11 %,36833731,286987527,0,0,0,
cwy_101_ram_010_v005.nk,66aa11437e6b4b9c2f49ccc1,suraj.umbarkar,,,pnewspt105,2024/07/31 15:56:11,2024/07/31 15:56:15,2024/07/31 16:01:26,2d_pool,2d_group,50,1001-3119,2119,43,Nuke,0,0,0,0,12,00:00:05:11,00:01:00:24,00:00:01:24,00:00:01:21,00:00:01:42,00:00:00:02,00:00:00:00,00:00:58:28,00:00:01:21,00:00:01:16,00:00:58:28,00:00:01:21,00:00:01:16,00:00:00:01,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:02,00:00:00:00,00:00:00:02,00:00:00:02,00:00:00:00,00:00:00:00,9797307625,227844363,231871539,28360175616,6396629399,6617254400,99 %,17 %,18 %,187749506,1024101720,0,0,0,
cwy_101_sbs_060_v001.nk,66a9ce0b7e6b4b9c2f49c3ab,prashant.padvi,,,pnewspt086,2024/07/31 11:09:23,2024/07/31 11:09:23,2024/07/31 11:15:44,2d_pool,2d_group,100,1001-1722,722,73,Nuke,0,0,0,0,18,00:00:06:20,00:01:51:06,00:00:01:31,00:00:01:30,00:00:00:50,00:00:00:00,00:00:00:00,00:01:49:46,00:00:01:30,00:00:01:27,00:01:49:46,00:00:01:30,00:00:01:27,00:00:00:09,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:10,00:00:00:00,00:00:00:10,00:00:00:10,00:00:00:00,00:00:00:00,38842709495,532091910,536304788,9152909312,4377313920,4406940160,95 %,4 %,4 %,80800011,1951882829,0,0,0,
cwy_101_sbs_060_v001.nk,66a9d86a7e6b4b9c2f49c47e,prashant.padvi,,,pnewspt086,2024/07/31 11:53:38,2024/07/31 11:54:02,2024/07/31 12:04:13,2d_pool,2d_group,100,1001-1722,722,73,Nuke,0,0,10,0,10,00:00:10:10,00:01:37:53,00:00:01:20,00:00:01:16,00:00:02:18,00:00:00:01,00:00:00:00,00:01:35:10,00:00:01:18,00:00:01:15,00:01:35:10,00:00:01:18,00:00:01:15,00:00:00:08,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:08,00:00:00:00,00:00:00:08,00:00:00:08,00:00:00:00,00:00:00:00,38843047027,532096534,536304802,9792217088,4777702549,4804255232,100 %,7 %,6 %,113418323,1647747650,0,0,0,
cwy_101_sbs_060_v001.nk,66a9f72c7e6b4b9c2f49c67b,prashant.padvi,,,pnewspt086,2024/07/31 14:04:52,2024/07/31 14:04:52,2024/07/31 14:11:10,2d_pool,2d_group,100,1001-1722,722,73,Nuke,0,0,0,0,18,00:00:06:17,00:01:47:16,00:00:01:28,00:00:01:25,00:00:02:10,00:00:00:01,00:00:00:00,00:01:44:36,00:00:01:25,00:00:01:23,00:01:44:36,00:00:01:25,00:00:01:23,00:00:00:08,00:00:00:00,00:00:00:08,00:00:00:08,00:00:00:09,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:00,00:00:00:00,38842930357,532094936,536306170,10074365952,4994874999,5044478976,98 %,5 %,5 %,102413789,1863872098,0,0,0,
cwy_101_sbs_060_v001.nk,66a9fad07e6b4b9c2f49c6c1,prashant.padvi,,,pnewspt086,2024/07/31 14:20:24,2024/07/31 14:20:38,2024/07/31 14:25:36,2d_pool,2d_group,100,1001-1722,722,73,Nuke,0,0,0,0,17,00:00:04:57,00:01:19:37,00:00:01:05,00:00:01:01,00:00:02:09,00:00:00:01,00:00:00:00,00:01:16:57,00:00:01:03,00:00:01:00,00:01:16:57,00:00:01:03,00:00:01:00,00:00:00:06,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:07,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:00,00:00:00:00,38842924836,532094860,536306168,10130190336,4847375195,4868106752,98 %,9 %,9 %,125029354,1337541845,0,0,0,
cwy_101_sbs_060_v004.nk,66aa1a0d7e6b4b9c2f49cd21,prashant.padvi,,,pnewspt086,2024/07/31 16:33:41,2024/07/31 16:33:41,2024/07/31 16:39:48,2d_pool,2d_group,100,1001-1722,722,73,Nuke,0,0,0,0,18,00:00:06:06,00:01:44:30,00:00:01:25,00:00:01:24,00:00:00:50,00:00:00:00,00:00:00:00,00:01:43:09,00:00:01:24,00:00:01:21,00:01:43:09,00:00:01:24,00:00:01:21,00:00:00:08,00:00:00:00,00:00:00:08,00:00:00:08,00:00:00:09,00:00:00:00,00:00:00:09,00:00:00:09,00:00:00:00,00:00:00:00,38843253666,532099365,536323733,10097504256,4866756495,4997999104,98 %,6 %,5 %,106832454,1835271070,0,0,0,
cwy_101_sbs_060_v004.nk,66aa1bab7e6b4b9c2f49cd55,prashant.padvi,,,pnewspt086,2024/07/31 16:40:35,2024/07/31 16:40:35,2024/07/31 16:45:41,2d_pool,2d_group,100,1001-1722,722,73,Nuke,0,0,0,0,16,00:00:05:05,00:01:20:17,00:00:01:05,00:00:01:04,00:00:01:37,00:00:00:01,00:00:00:00,00:01:18:08,00:00:01:04,00:00:01:02,00:01:18:08,00:00:01:04,00:00:01:02,00:00:00:06,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:07,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:00,00:00:00:00,38843273101,532099631,536323734,10114670592,4812755161,4833777664,99 %,8 %,8 %,114761836,1354926667,0,0,0,
cwy_101_sbs_060_v005.nk,66aa29b07e6b4b9c2f49ce20,prashant.padvi,,,pnewspt086,2024/07/31 17:40:24,2024/07/31 17:40:24,2024/07/31 17:45:59,2d_pool,2d_group,100,1001-1722,722,73,Nuke,0,0,0,0,17,00:00:05:34,00:01:34:42,00:00:01:17,00:00:01:14,00:00:01:09,00:00:00:00,00:00:00:00,00:01:33:03,00:00:01:16,00:00:01:13,00:01:33:03,00:00:01:16,00:00:01:13,00:00:00:07,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:08,00:00:00:00,00:00:00:08,00:00:00:08,00:00:00:00,00:00:00:00,38843258976,532099438,536323734,10093907968,4847329763,4892718080,99 %,7 %,6 %,115167850,1656284783,0,0,0,
cwy_101_sbs_060_v005.nk,66aa2ec77e6b4b9c2f49ce9b,prashant.padvi,,,pnewspt086,2024/07/31 18:02:07,2024/07/31 18:02:07,2024/07/31 18:03:39,2d_pool,2d_group,100,1335-1462,128,13,Nuke,0,0,0,0,10,00:00:01:31,00:00:14:53,00:00:01:08,00:00:01:06,00:00:00:34,00:00:00:02,00:00:00:02,00:00:14:19,00:00:01:06,00:00:01:03,00:00:14:19,00:00:01:06,00:00:01:03,00:00:00:06,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:07,00:00:00:01,00:00:00:07,00:00:00:07,00:00:00:00,00:00:00:00,6601967972,507843690,511703973,9692098560,4750031714,4674537984,96 %,6 %,6 %,16672024,254123022,0,0,0,
