Job Name,Job ID,User Name,Comment,Department,Submit Machine,Submit Date Time,Start Date Time,Finish Date Time,Pool,Group,Priority,Frame List,Frame Count,Task Count,Plugin,Extra Info 0,Extra Info 1,Extra Info 2,Extra Info 3,Extra Info 4,Extra Info 5,Extra Info 6,Extra Info 7,Extra Info 8,Extra Info 9,Auxiliary Files,Auxiliary File Size (Bytes),Machine Limit,Error Count,Average Concurrent Tasks,Clock Render Time,Total Task Time,Average Task Time,Median Task Time,Total Task Startup Time,Average Task Startup Time,Median Task Startup Time,Total Task Render Time,Average Task Render Time,Median Task Render Time,Total Normalized Task Render Time,Average Normalized Task Render Time,Median Normalized Task Render Time,Average Frame Time,Average Frame Startup Time,Average Frame Render Time,Average Normalized Frame Render Time,Median Frame Time,Median Frame Startup Time,Median Frame Render Time,Median Normalized Frame Render Time,Wasted Error Time,Wasted Requeue Time,Total Output File Size (Bytes),Average Output File Size (Bytes),Median Output File Size (Bytes),Peak RAM Usage (Bytes),Average RAM Usage (Bytes),Median RAM Usage (Bytes),Peak CPU Usage,Average CPU Usage,Median CPU Usage,Used CPU Clocks,Total CPU Clocks,Peak Swap Usage (Bytes),Average Swap Usage (Bytes),Median Swap Usage (Bytes)
KT1950_prep_crew_crew_v007.%04d_,66e3a7cd7e6b4b9c2f4c7816,rameshnaidu.appikonda,None,,pnewspt084.basilic.com,2024/09/13 8:17:41,2024/09/13 8:25:05,2024/09/13 8:28:12,2d_pool,2d_group,50,1001-1226,226,1,Nuke,,,,,,,,,,,1,3541,0,0,1,00:00:03:06,00:00:03:06,00:00:03:06,00:00:03:06,00:00:00:02,00:00:00:02,00:00:00:02,00:00:03:03,00:00:03:03,00:00:03:03,00:00:03:03,00:00:03:03,00:00:03:03,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,606101504,573272768,573272768,11 %,2 %,2 %,1144390,57219464,0,0,0
KT1950_prep_crew_test_v014.nk,66e43e627e6b4b9c2f4c8049,arifinamdar,,,pnewsrw142,2024/09/13 19:00:10,2024/09/13 19:00:13,2024/09/13 19:00:41,2d_pool,2d_group,100,1001-1002,2,2,Nuke,,,,,,,,,,,0,0,0,0,2,00:00:00:28,00:00:00:54,00:00:00:27,00:00:00:28,00:00:00:11,00:00:00:05,00:00:00:05,00:00:00:43,00:00:00:21,00:00:00:22,00:00:00:43,00:00:00:21,00:00:00:22,00:00:00:27,00:00:00:05,00:00:00:21,00:00:00:21,00:00:00:29,00:00:00:06,00:00:00:23,00:00:00:23,00:00:00:00,00:00:00:00,85916709,42958354,43003599,1930723328,509892608,513052672,5 %,1 %,1 %,91675,9167453,0,0,0
KT1950_prep_crew_test_v014.nk,66e43ea17e6b4b9c2f4c804e,arifinamdar,,,pnewsrw142,2024/09/13 19:01:13,2024/09/13 19:01:35,2024/09/13 19:02:09,2d_pool,2d_group,100,1096-1100,5,5,Nuke,,,,,,,,,,,0,0,0,0,5,00:00:00:33,00:00:02:33,00:00:00:30,00:00:00:30,00:00:00:28,00:00:00:05,00:00:00:05,00:00:02:04,00:00:00:24,00:00:00:24,00:00:02:04,00:00:00:24,00:00:00:24,00:00:00:30,00:00:00:05,00:00:00:24,00:00:00:24,00:00:00:31,00:00:00:06,00:00:00:25,00:00:00:25,00:00:00:00,00:00:00:00,0,0,0,2291793920,611763008,610475008,37 %,2 %,1 %,717507,35764188,0,0,0
KT1950_prep_crew_test_v014.nk,66e43e1a7e6b4b9c2f4c8035,arifinamdar,,,pnewsrw142,2024/09/13 18:58:58,2024/09/13 18:58:59,2024/09/13 19:02:27,2d_pool,2d_group,50,1001-1226,226,46,Nuke,,,,,,,,,,,0,0,0,1,16,00:00:03:28,00:00:52:38,00:00:01:08,00:00:01:11,00:00:01:10,00:00:00:01,00:00:00:02,00:00:51:15,00:00:01:06,00:00:01:09,00:00:51:15,00:00:01:06,00:00:01:09,00:00:00:13,00:00:00:00,00:00:00:13,00:00:00:13,00:00:00:15,00:00:00:01,00:00:00:14,00:00:00:14,00:00:00:23,00:00:01:10,0,0,0,2631864320,1278691240,1347145344,67 %,1 %,1 %,12519544,876569460,0,0,0
KT1950_prep_crew_v008.nk,66e3a53a7e6b4b9c2f4c77c7,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/13 8:06:42,2024/09/13 8:06:43,2024/09/13 8:09:50,2d_pool,2d_group,50,1001-1226,226,23,Nuke,,,,,,,,,,,1,39144293,0,0,15,00:00:03:07,00:00:45:28,00:00:01:58,00:00:02:03,00:00:01:29,00:00:00:03,00:00:00:03,00:00:43:58,00:00:01:54,00:00:01:59,00:00:43:58,00:00:01:54,00:00:01:59,00:00:00:12,00:00:00:00,00:00:00:11,00:00:00:11,00:00:00:13,00:00:00:01,00:00:00:12,00:00:00:12,00:00:00:00,00:00:00:00,0,0,0,3290972160,1974301807,1798124928,56 %,2 %,2 %,16250027,788534612,0,0,0
KT1950_prep_crew_v008.nk,66e3a7b07e6b4b9c2f4c7801,rameshnaidu.appikonda,,,pnewspt084.basilic.com,2024/09/13 8:17:12,2024/09/13 8:17:13,2024/09/13 8:24:26,2d_pool,2d_group,50,1001-1226,226,226,Nuke,,,,,,,,,,,1,39144251,0,0,6,00:00:07:13,00:00:38:17,00:00:00:10,00:00:00:10,00:00:12:31,00:00:00:03,00:00:00:03,00:00:25:22,00:00:00:06,00:00:00:06,00:00:25:22,00:00:00:06,00:00:00:06,00:00:00:10,00:00:00:03,00:00:00:06,00:00:00:06,00:00:00:11,00:00:00:04,00:00:00:07,00:00:00:07,00:00:00:00,00:00:06:57,0,0,0,2733539328,1511841937,1355444864,96 %,3 %,3 %,108544815,3707647704,0,0,0
la060_0020_paint_v011.nk,66e456ad7e6b4b9c2f4c81e0,dnyaneshwar.shelke,,,pnewspt098,2024/09/13 20:43:49,2024/09/13 20:43:50,2024/09/13 20:45:36,2d_pool,2d_group,50,1001-1064,64,64,Nuke,,,,,,,,,,,0,0,0,0,16,00:00:01:46,00:00:27:19,00:00:00:25,00:00:00:23,00:00:00:58,00:00:00:00,00:00:00:00,00:00:25:55,00:00:00:24,00:00:00:21,00:00:25:55,00:00:00:24,00:00:00:21,00:00:00:25,00:00:00:00,00:00:00:24,00:00:00:24,00:00:00:24,00:00:00:00,00:00:00:22,00:00:00:22,00:00:00:00,00:00:00:00,6576016698,102750260,101576147,16738258944,7965534658,9532447744,98 %,3 %,2 %,12233147,399677094,0,0,0
la060_0020_paint_v011.nk,66e4719f7e6b4b9c2f4c82f0,dnyaneshwar.shelke,,,pnewspt098,2024/09/13 22:38:46,2024/09/13 22:38:47,2024/09/13 22:43:53,2d_pool,2d_group,50,1001-1064,64,64,Nuke,,,,,,,,,,,0,0,0,7,14,00:00:05:06,00:01:07:11,00:00:01:02,00:00:01:00,00:00:01:12,00:00:00:01,00:00:00:00,00:01:05:34,00:00:01:01,00:00:00:57,00:01:05:34,00:00:01:01,00:00:00:57,00:00:01:02,00:00:00:01,00:00:01:01,00:00:01:01,00:00:01:01,00:00:00:00,00:00:00:58,00:00:00:58,00:00:07:27,00:00:00:00,6582716185,102854940,101685668,30467530752,16755849584,20062302208,99 %,6 %,6 %,74116354,1135471525,0,0,0
la060_0120_prep_Extendlightremovewire_v006.nk,66e3cd8a7e6b4b9c2f4c7a9c,mahendra.bobade,,,pnewspt086,2024/09/13 10:58:42,2024/09/13 10:58:45,2024/09/13 11:00:24,2d_pool,2d_group,100,1001-1055,55,19,Nuke,,,,,,,,,,,1,368188,0,0,10,00:00:01:39,00:00:15:44,00:00:00:49,00:00:00:49,00:00:00:59,00:00:00:03,00:00:00:03,00:00:14:44,00:00:00:46,00:00:00:45,00:00:14:44,00:00:00:46,00:00:00:45,00:00:00:17,00:00:00:01,00:00:00:16,00:00:00:16,00:00:00:17,00:00:00:02,00:00:00:16,00:00:00:16,00:00:00:00,00:00:03:49,2772365622,145913980,151294241,6714925056,1422590733,1428915712,97 %,6 %,5 %,13856251,232502267,0,0,0
la060_0120_prep_Patchupmissingsnow_v004.nk,66e39dd17e6b4b9c2f4c7719,nitish.kumbalkar,,,pnewspt088.basilic.com,2024/09/13 7:35:05,2024/09/13 7:35:06,2024/09/13 7:36:24,2d_pool,2d_group,50,1001-1055,55,55,Nuke,,,,,,,,,,,1,6042556,0,0,8,00:00:01:18,00:00:10:26,00:00:00:11,00:00:00:07,00:00:00:52,00:00:00:00,00:00:00:00,00:00:09:14,00:00:00:10,00:00:00:06,00:00:09:14,00:00:00:10,00:00:00:06,00:00:00:11,00:00:00:00,00:00:00:10,00:00:00:10,00:00:00:08,00:00:00:00,00:00:00:07,00:00:00:07,00:00:00:00,00:00:03:43,0,0,0,3659517952,1982398444,2408801280,47 %,3 %,1 %,2407562,128553937,0,0,0
la060_0120_prep_Patchupmissingsnow_wip_v004.%04d_,66e39e0a7e6b4b9c2f4c772d,nitish.kumbalkar,None,,pnewspt088.basilic.com,2024/09/13 7:36:02,2024/09/13 7:37:12,2024/09/13 7:38:10,2d_pool,2d_group,50,1001-1055,55,1,Nuke,,,,,,,,,,,1,3798,0,0,1,00:00:00:57,00:00:00:57,00:00:00:57,00:00:00:57,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:54,00:00:00:54,00:00:00:54,00:00:00:54,00:00:00:54,00:00:00:54,00:00:00:01,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:02,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,657211392,452938080,452938080,2 %,1 %,1 %,156851,15685085,0,0,0
sl015_0010_prep_setlightremove_Dailies_v004.%04d_,66e3bca77e6b4b9c2f4c79a4,gaurav.dhoke,None,,pnewspt106.basilic.com,2024/09/13 9:46:39,2024/09/13 9:46:39,2024/09/13 9:47:38,2d_pool,2d_group,50,1001-1085,85,1,Nuke,,,,,,,,,,,1,3770,0,0,1,00:00:00:59,00:00:00:59,00:00:00:59,00:00:00:59,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:56,00:00:00:56,00:00:00:56,00:00:00:56,00:00:00:56,00:00:00:56,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,600707072,434897344,434897344,5 %,2 %,2 %,296342,14817073,0,0,0
sl015_0010_prep_setlightremove_Dailies_v004_,66e3bcac7e6b4b9c2f4c79a6,gaurav.dhoke,None,,pnewspt106.basilic.com,2024/09/13 9:46:44,2024/09/13 9:48:07,2024/09/13 9:48:45,2d_pool,2d_group,50,1001-1085,85,1,Nuke,,,,,,,,,,,1,8612,0,0,1,00:00:00:37,00:00:00:37,00:00:00:37,00:00:00:37,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:34,00:00:00:34,00:00:00:34,00:00:00:34,00:00:00:34,00:00:00:34,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1139281920,563085632,563085632,87 %,21 %,21 %,1904631,9069667,0,0,0
sl015_0010_prep_setlightremove_Dailies_v005.%04d_,66e3c0c97e6b4b9c2f4c79c6,gaurav.dhoke,None,,pnewspt106.basilic.com,2024/09/13 10:04:17,2024/09/13 10:04:19,2024/09/13 10:05:32,2d_pool,2d_group,50,1001-1085,85,1,Nuke,,,,,,,,,,,1,3770,0,0,1,00:00:01:13,00:00:01:13,00:00:01:13,00:00:01:13,00:00:00:02,00:00:00:02,00:00:00:02,00:00:01:10,00:00:01:10,00:00:01:10,00:00:01:10,00:00:01:10,00:00:01:10,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,604041216,355758080,355758080,2 %,1 %,1 %,205163,20516284,0,0,0
sl015_0010_prep_setlightremove_Dailies_v005_,66e3c0cd7e6b4b9c2f4c79c8,gaurav.dhoke,None,,pnewspt106.basilic.com,2024/09/13 10:04:21,2024/09/13 10:06:13,2024/09/13 10:06:43,2d_pool,2d_group,50,1001-1085,85,1,Nuke,,,,,,,,,,,1,8612,0,0,1,00:00:00:29,00:00:00:29,00:00:00:29,00:00:00:29,00:00:00:02,00:00:00:02,00:00:00:02,00:00:00:26,00:00:00:26,00:00:00:26,00:00:00:26,00:00:00:26,00:00:00:26,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1147920384,519782400,519782400,65 %,10 %,10 %,727247,7272461,0,0,0
THP101_004_0400_prep_markerremoval_precomp_v004.%04d_,66e44c507e6b4b9c2f4c816f,abhishek.gosavi,None,,pnewspt082.basilic.com,2024/09/13 19:59:36,2024/09/13 20:02:36,2024/09/13 20:04:52,2d_pool,2d_group,50,1001-1216,216,1,Nuke,,,,,,,,,,,1,3857,0,0,1,00:00:02:16,00:00:02:16,00:00:02:16,00:00:02:16,00:00:00:02,00:00:00:02,00:00:00:02,00:00:02:13,00:00:02:13,00:00:02:13,00:00:02:13,00:00:02:13,00:00:02:13,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,593641472,556222464,556222464,7 %,2 %,2 %,810711,40535512,0,0,0
THP101_004_0400_prep_markerremoval_precomp_v004_,66e44c557e6b4b9c2f4c8170,abhishek.gosavi,None,,pnewspt082.basilic.com,2024/09/13 19:59:41,2024/09/13 20:05:47,2024/09/13 20:06:50,2d_pool,2d_group,50,1001-1216,216,1,Nuke,,,,,,,,,,,1,8740,0,0,1,00:00:01:02,00:00:01:02,00:00:01:02,00:00:01:02,00:00:00:03,00:00:00:03,00:00:00:03,00:00:00:59,00:00:00:59,00:00:00:59,00:00:00:59,00:00:00:59,00:00:00:59,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:00,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:01,00:00:00:00,00:00:00:00,0,0,0,1293479936,1010521664,1010521664,74 %,28 %,28 %,4211199,15039995,0,0,0
THP101_004_0400_prep_markerremoval_v002.nk,66e447ce7e6b4b9c2f4c80e2,abhishek.gosavi,,,pnewspt082.basilic.com,2024/09/13 19:40:21,2024/09/13 19:40:22,2024/09/13 19:42:20,2d_pool,2d_group,50,1001-1216,216,22,Nuke,,,,,,,,,,,1,438435,0,0,12,00:00:01:57,00:00:23:12,00:00:01:03,00:00:01:04,00:00:00:56,00:00:00:02,00:00:00:02,00:00:22:14,00:00:01:00,00:00:01:01,00:00:22:14,00:00:01:00,00:00:01:01,00:00:00:06,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:07,00:00:00:01,00:00:00:07,00:00:00:07,00:00:00:00,00:00:00:00,0,0,0,16236593152,4340731066,3179442176,97 %,6 %,6 %,23087452,384917253,0,0,0
THP101_004_0400_prep_markerremoval_v003.nk,66e44c407e6b4b9c2f4c815f,abhishek.gosavi,,,pnewspt082.basilic.com,2024/09/13 19:59:20,2024/09/13 19:59:20,2024/09/13 20:01:43,2d_pool,2d_group,50,1001-1216,216,22,Nuke,,,,,,,,,,,1,481987,0,0,11,00:00:02:23,00:00:25:34,00:00:01:09,00:00:01:12,00:00:00:48,00:00:00:02,00:00:00:02,00:00:24:42,00:00:01:07,00:00:01:11,00:00:24:42,00:00:01:07,00:00:01:11,00:00:00:07,00:00:00:00,00:00:00:06,00:00:00:06,00:00:00:08,00:00:00:01,00:00:00:08,00:00:00:08,00:00:00:00,00:00:00:00,0,0,0,16540454912,5324927278,4224182272,98 %,7 %,7 %,30786822,434349790,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jobs: 88,Tasks: 2287,Frames: 11614,Total Clock Render Time: 00d 02h 53m 30s,Total Task Render Time: 00d 19h 41m 52s,Total Output File Size: 51.450 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
